Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
61;1618;D.D.E;D.D.E;LE VERNEY;;ST ALBAN DES HURTIERES;73;LE VERNEY;;ST ALBAN DES HURTIERES;73220;ST ALBAN DES HURTIERES;;NS - NON SEVESO;A l'arrêt;776466583;907798;2061277
70;2429;Carrière VICAT;Carrière VICAT;lieu dit LEJEUNE;rue du Gal de GAULLE;PONT A VENDIN;62;rue du Gal de Gaulle;l;PONT A VENDIN;62880;PONT A VENDIN;A;NS - NON SEVESO;En fonctionnement;5750553902247;639345;2608950
51;3662;LV CALCAIRE;"LV CALCAIRE Froidmont ""sur le mont""";SUR LE MONT ;;FROIDMONT COHARTILLE;2;2 rue de Chevennes;;LA NEUVILLE HOUSSET;2250;LA NEUVILLE HOUSSET;A;NS - NON SEVESO;En fonctionnement;343782652;698806;2521439
55;3840;YACA (SARL);YACA (SARL);LE ROZ;;LOGONNA DAOULAS;29;LE ROZ;;LOGONNA DAOULAS;29460;LOGONNA DAOULAS;A;NS - NON SEVESO;En fonctionnement;49764926200022;107025;2390798
100;2349;CARRIERES ET SABL.DU CENTR;CARRIERES ET SABL.DU CENTR;LA SABLIERE DES AUBERTS;;EPINEUIL LE FLEURIEL;18;;;EPINEUIL LE FLEURIEL;18360;EPINEUIL LE FLEURIEL;;NS - NON SEVESO;A l'arrêt;;618900;2173312
51;6648;DUCAUROY Syvain;DUCAUROY Syvain (Vendeuil);lieudit Le Bout des Basserons;;VENDEUIL;2;;;VENDEUIL;2800;VENDEUIL;D;NS - NON SEVESO;En fonctionnement;;673350;2526584
51;5482;ANTROPE SNC ;ANTROPE Chevincourt extension carr 2004;Hameau de Samson;;CHEVINCOURT;60;Hameau de Samson;;CHEVINCOURT;60150;CHEVINCOURT;;NS - NON SEVESO;En fonctionnement;52622004100010;636607;2500963
61;1393;TUILERIE DE PRONY (Sabottes);TUILERIE DE PRONY (Sabottes);SABOTTES;;OINGT;69;SABOTTES;;OINGT;69620;OINGT;A;NS - NON SEVESO;En fonctionnement;553780354;774262;2109002
61;773;OBOUSSIER FRERES SOC;OBOUSSIER FRERES SOC;MUZET EST;;VALENCE;26;MUZET EST;;VALENCE;26000;VALENCE;;NS - NON SEVESO;A l'arrêt;437080286;801980;1995047
63;537;APPIA LE MANS;APPIA LE MANS ;FORTRIE PATIS GIBAULT;;CHAHAIGNES;72;Le Brouillard;;VOIVRES LES LE MANS;72210;VOIVRES LES LE MANS;A;NS - NON SEVESO;En fonctionnement;39931652000051;463121;2306209
55;2550;JEZEQUEL Gilbert;JEZEQUEL Gilbert;KERVEULEUGANT;;MESPAUL;29;;;MESPAUL;29420;MESPAUL;A;NS - NON SEVESO;En fonctionnement;777569021;129673;2421714
61;176;CARRIERES CHALUMEAU S.A.;CARRIERES CHALUMEAU S.A.;EN FOSSARD;;IZERNORE;1;EN FOSSARD;;IZERNORE;1580;IZERNORE;;NS - NON SEVESO;A l'arrêt;646350561;847998;2140577
58;268;STREF et Fils (Cretelle);STREF et Fils (Cretelle);CRETELLE-CH.DU MOUL.;;TOURVILLE LA RIVIERE;76;;;TOURVILLE LA RIVIERE;76410;TOURVILLE LA RIVIERE;;NS - NON SEVESO;A l'arrêt;8655016700018;510529;2481837
61;1253;ALLEGRE MICHEL;ALLEGRE MICHEL;LES BACHELARDS;;RENAISON;42;LES BACHELARDS;;RENAISON;42370;RENAISON;;NS - NON SEVESO;A l'arrêt;313713521;722698;2118177
61;175;FAMY & CIE SARL;FAMY & CIE SARL;SOUS LA COTE;;IZERNORE;1;SOUS LA COTE;;IZERNORE;1580;IZERNORE;;NS - NON SEVESO;A l'arrêt;764200218;847998;2140577
56;583;VICAT;VICAT carrière de Montaigu;Larrat-La Noyerée-Le Corbillon;;MONTAIGU LE BLIN;3;le Bourg;;CRECHY;3150;CRECHY;A;NS - NON SEVESO;En fonctionnement;57505539;689970;2145060
61;433;TOURRE Roland;TOURRE Roland;La Chapoulière;;RUOMS;7;La Chapoulière;;RUOMS;7120;RUOMS;A;NS - NON SEVESO;En fonctionnement;42059155400019;758750;1938689
64;1225;SABLIERES DU BUECH (SAB);CARRIERE SABLIERES DU BUECH VENTAVON;Le Beynon;;VENTAVON;5;le Beynon;;VENTAVON;5300;VENTAVON;A;NS - NON SEVESO;En fonctionnement;329823454;885486;1934124
58;184;LHOTELLIER Le Foss+;LHOTELLIER Le Foss+;FORET DE MONTADENT;;LE FOSSE;76;;;LE FOSSE;76440;LE FOSSE;;NS - NON SEVESO;A l'arrêt;325750347;543344;2512723
70;406;Carrière Commune VILLERS L'HOPITAL;Carrière Commune VILLERS L'HOPITAL;AU TOURNANT;;VILLERS L HOPITAL;62;;;VILLERS L HOPITAL;62390;VILLERS L HOPITAL;;NS - NON SEVESO;Récolement fait;880;591232;2581388
100;3383;SNCF TGV ATLANTIQUE;SNCF TGV ATLANTIQUE;RIOTTE;;NAVEIL;41;;;NAVEIL;41100;NAVEIL;;NS - NON SEVESO;A l'arrêt;;503938;2310858
67;317;STURM ALFRED;STURM ALFRED;SANDFELD;;RIXHEIM;68;;;RIXHEIM;68170;RIXHEIM;A;NS - NON SEVESO;Récolement fait;945551208;979476;2316955
61;1029;COM.DE COM.CHARTREUSE GUIERS;COM.DE COM.CHARTREUSE GUIERS;EN BEROT;;ST LAURENT DU PONT;38;EN BEROT;;ST LAURENT DU PONT;38380;ST LAURENT DU PONT;;NS - NON SEVESO;Récolement fait;253801807;865903;2048870
60;213;CARRIERES DE FEYTIAT SA ;CARRIERES DE FEYTIAT SA ;LES CHABANNES;;FEYTIAT;87;Les Chabannes;;FEYTIAT;87220;FEYTIAT;;NS - NON SEVESO;Récolement fait;33213764500013;523826;2089976
100;2771;BELARDAT MAURICE;BELARDAT MAURICE;LE THEIL;;CROZON SUR VAUVRE;36;;;CROZON SUR VAUVRE;36140;CROZON SUR VAUVRE;;NS - NON SEVESO;A l'arrêt;48293997200014;564100;2165600
61;963;PERAZIO SA;PERAZIO SA ;BERNISSARD;;PONT EN ROYANS;38;Les Priolées;;PONT EN ROYANS;38680;PONT EN ROYANS;;NS - NON SEVESO;Récolement fait;779585140;836864;2010133
70;159;DDE PAS DE CALAIS;DDE.PAS DE CALAIS;LE VIRVAL;;CALAIS;62;;;CALAIS;62100;CALAIS;;NS - NON SEVESO;A l'arrêt;783911670;567371;2661474
51;4771;BIENTSMAN François;BIENTSMAN François;LES LANDES;;ST ARNOULT;60;26 Marcoquet;;ST ARNOULT;60220;ST ARNOULT;D;NS - NON SEVESO;En fonctionnement;;562700;2515100
57;2774;LA MARNAISE ;LA MARNAISE Moncetz l'Abbaye;Les Grandes Raies;Section ZBb Parcelle n° 9;MONCETZ L ABBAYE;51;30 route de Vitry en Perthois ;BP 118;VITRY LE FRANCOIS;51300;VITRY LE FRANCOIS;A;NS - NON SEVESO;En fonctionnement;;772047;2409395
221;79;NERE Bernard (Petite Anse);NERE Bernard (Petite Anse);"lieu-dit ""Petite Anse""";;CAPESTERRE DE MARIE GALANTE;971;Grand Case;;CAPESTERRE DE MARIE GALANTE;97140;CAPESTERRE DE MARIE GALANTE;;NS - NON SEVESO;A l'arrêt;31244421900017;0;0
61;1813;GRANULATS VICAT;GRANULATS VICAT;BOCHER SUD-NORD;;LES HOUCHES;74;4, RUE ARISTIDE BERGES;B.P. 33;L ISLE D ABEAU;38081;L ISLE D ABEAU CEDEX;A;NS - NON SEVESO;En fonctionnement;768200255;945125;2109605
62;3573;GSM Tonnoy (les Ellées);GSM Tonnoy (les Ellées);;;TONNOY;54;;;HEILLECOURT;54180;HEILLECOURT;;NS - NON SEVESO;A l'arrêt;572165652;889823;2402442
100;2305;S.E.T.;S.E.T.;LA NOIRA;;BRINAY;18;;;BRINAY;18120;BRINAY;NC;NS - NON SEVESO;A l'arrêt;;584174;2241911
163;84;MAIRIE de LA GOUTELLE;MAIRIE de LA GOUTELLE;Chirol;;LA GOUTELLE;63;;;LA GOUTELLE;63230;LA GOUTELLE;A;NS - NON SEVESO;En fonctionnement;21630170500010;631912;2093617
100;3750;SA ROLAND FRERES;SA ROLAND FRERES;LIT DE LOIRE RG;;SANDILLON;45;;;SANDILLON;45640;SANDILLON;;NS - NON SEVESO;A l'arrêt;;577275;2316237
61;346;CARRIERES DE THOIRY SARL;CARRIERES DE THOIRY SARL;BASSE RUCHE;;THOIRY;1;BASSE RUCHE;;THOIRY;1710;THOIRY;;NS - NON SEVESO;A l'arrêt;342562824;880698;2143777
61;179;MONTREVELLOISE DE DRAGAGE STE;MONTREVELLOISE DE DRAGAGE STE;LES MORTIERES;;JAYAT;1;LES MORTIERES;;JAYAT;1340;JAYAT;;NS - NON SEVESO;A l'arrêt;312518814;813998;2155877
61;1686;MOUCHET J.P.;MOUCHET J.P.;AVIET;;ALLINGES;74;AVIET;;ALLINGES;74200;ALLINGES;;NS - NON SEVESO;A l'arrêt;788212181;917598;2156677
61;1254;COUPET JEAN;COUPET JEAN;MINERET;;RENAISON;42;MINERET;;RENAISON;42370;RENAISON;;NS - NON SEVESO;A l'arrêt;640;722698;2118177
100;2316;VILLERS;VILLERS;CHAMP DE LA BECASSE;;LA CELLE;18;;;LA CELLE;18200;LA CELLE;;NS - NON SEVESO;A l'arrêt;;608400;2196500
55;2992;ROUSSEL ARMAND (ST MARC LE BLANC);ROUSSEL ARMAND (ST MARC LE BLANC);LA LOUVETIERE;;ST MARC LE BLANC;35;;;ST MARC LE BLANC;35460;ST MARC LE BLANC;;NS - NON SEVESO;A l'arrêt;382504637;323621;2379950
66;592;CARRIERES DE MONTDARDIER;CARRIERES DE MONTDARDIER Montdardier Sud;La Beaume Tezounières Sud;;MONTDARDIER;30;ZA Labahou;;ANDUZE;30140;ANDUZE;A;NS - NON SEVESO;En fonctionnement;43289037400031;699952;1883567
70;412;CARRIERES WABEN A. BOCAERT;CARRIERES WABEN A. BOCAERT;LE VILLAGE;;WABEN;62;;;WABEN;62180;WABEN;;NS - NON SEVESO;A l'arrêt;302431499;550585;2598295
62;4195;NICOLLET Thierry;NICOLLET Thierry (ex commune du VAL D'A;La Côte;;LE VAL D AJOL;88;16 rue d'Alsace;;ST MAURICE SUR MOSELLE;88560;ST MAURICE SUR MOSELLE;A;NS - NON SEVESO;En fonctionnement;783485238;910840;2333150
68;764;LASBORDES FRERES SNC;LASBORDES FRERES SNC;La Pasquié;;CARENNAC;46;La Pasquié;;CARENNAC;46110;CARENNAC;A;NS - NON SEVESO;En fonctionnement;341001584;550707;1990399
100;3702;SETRAD ;SETRAD ;La Plaine;;ST AIGNAN DES GUES;45;Les Pierrelets;;CHAINGY;45380;CHAINGY;;NS - NON SEVESO;Récolement fait;41030369700024;601031;2315795
68;7198;DOUMENC - ARIBAUD;DOUMENC  - ARIBAUD;"""Ricardel""";;TEILHET;9;"""Ricardel""";;TEILHET;9500;TEILHET;;NS - NON SEVESO;Récolement fait;;554639;1788160
70;68;SICAB SA.;SICAB SA.;LA COULEUVRE;;MASTAING;59;;;MASTAING;59172;MASTAING;;NS - NON SEVESO;Récolement fait;71192052000014;669209;2590338
61;426;LAFARGE GRANULATS RHONE-AUVERGNE LGRA;LAFARGE GRANULATS RHONE-AUVERGNE LGRA;Le Lac;;PRIVAS;7;LE LAC;;PRIVAS;7000;PRIVAS;;NS - NON SEVESO;Récolement fait;71298043200033;779099;1973105
58;211;ETC Monchaux Soreng;ETC Monchaux Soreng;L'EPINOY;;MONCHAUX SORENG;76;;;MONCHAUX SORENG;76340;MONCHAUX SORENG;;NS - NON SEVESO;A l'arrêt;305153348;546478;2550512
65;6570;CIV - Carrières d'isles les Villenoy;yy-CIV Isles les V.;L'OLIVETTE;77232007;ISLES LES VILLENOY;77;CIV;81 rue de Meaux;ISLES LES VILLENOY;77450;ISLES LES VILLENOY;DC;NS - NON SEVESO;A l'arrêt;96820238200030;637062;2434765
59;1691;SAPPR;SAPPR;EN MONTOULIN;;MANTRY;39;;;MANTRY;39230;MANTRY;A;NS - NON SEVESO;Récolement fait;702027376;845211;2204576
59;1629;Commune de Bief-du-Fourg;Commune de Bief-du-Fourg;AUX VESPRIES;;BIEF DU FOURG;39;;;BIEF DU FOURG;39250;BIEF DU FOURG;NC;NS - NON SEVESO;A l'arrêt;1155;888788;2208888
61;1252;DEGANO VICTOR;DEGANO VICTOR;ST ROCH;;RENAISON;42;ST ROCH;;RENAISON;42370;RENAISON;;NS - NON SEVESO;A l'arrêt;776330722;722698;2118177
100;2955;CERATERA;CERATERA;Duranderie - Bécheron ;Bruyère de la Madeleine;BOSSAY SUR CLAISE;37;Avenue Pierre de Coubertin;BP 2;CHATEAUROUX;36001;CHATEAUROUX CEDEX;;NS - NON SEVESO;A l'arrêt;62204799100196;495081;2204412
100;3493;ENTREPRISE JEAN LEFEBVRE;ENTREPRISE JEAN LEFEBVRE;GUE DE LAY;;THESEE;41;;;THESEE;41140;THESEE;;NS - NON SEVESO;A l'arrêt;;522380;2258612
61;7013;GRANULATS RHONE-ALPES;GRANULATS RHONE-ALPES Pierrelatte Espita;L'Espitalet Nord;;PIERRELATTE;26;L'Espitalet nord;;PIERRELATTE;26700;PIERRELATTE;;NS - NON SEVESO;Récolement fait;76820025500091;787589;1932574
59;1696;BARONI FELIX SA;BARONI FELIX SA;DESSOUS CROIX MORTS;;MOLINGES;39;;;MOLINGES;39360;MOLINGES;NC;NS - NON SEVESO;A l'arrêt;309407492;863785;2156433
54;265;SAFAC (ex. R. MARTIN);SAFAC SAS Sacquenay;LA CHAPELLE;;SACQUENAY;21;Rue de la Thille;;GEANGES;71350;ST LOUP GEANGES;A;NS - NON SEVESO;En fonctionnement;2166;822908;2291204
55;3087;JOUANNIC RENE;JOUANNIC RENE - Cruguel;TREVADORET;;CRUGUEL;56;;;CRUGUEL;56420;CRUGUEL;A;NS - NON SEVESO;En fonctionnement;37807735800018;231282;2332048
61;1469;SO.RE.TEL;SO.RE.TEL;LES BROSSES;;ST PIERRE DE CHANDIEU;69;LES BROSSES;;ST PIERRE DE CHANDIEU;69780;ST PIERRE DE CHANDIEU;;NS - NON SEVESO;En fonctionnement;353951098;807915;2077154
56;927;CHAMBON SA;CHAMBON SA (SAINTE MARGUERITE);Cartalade Basse;;STE MARGUERITE;43;La Fridière;;PAULHAGUET;43230;PAULHAGUET;A;NS - NON SEVESO;En fonctionnement;66612002700014;698444;2023553
100;2782;PREMIER REFRACTORIES FRANCE;PREMIER REFRACTORIES (Heugnes);La Cassotte;;HEUGNES;36;Route de Vandoeuvres;BP 13;BUZANCAIS;36500;BUZANCAIS;;NS - NON SEVESO;En fonctionnement;81582084000016;528885;2224515
55;2704;LOUVIGNE CARRIERES SARL;LOUVIGNE CARRIERES SARL- Bazouge;LA FEUVETIERE;;LA BAZOUGE DU DESERT;35;;;LA BAZOUGE DU DESERT;35420;LA BAZOUGE DU DESERT;;NS - NON SEVESO;Récolement fait;32941607700058;343339;2388568
55;3236;GRANULATS BRETONS;GRANULATS BRETONS;LA BUTTE DU PONT;;RADENAC;56;;;RADENAC;56500;RADENAC;A;NS - NON SEVESO;En fonctionnement;497180521;221672;2341775
55;3895;ARBAM (SARL);ARBAM (SARL);LA MONTAGNE;;SIZUN;29;BP 18 ST CADOU;;SIZUN;29450;SIZUN;;NS - NON SEVESO;Récolement fait;345043772;125475;2397893
66;3790;STE DES SABLIERES DU RAZES;Carrière SABLIERES DU RAZES BRAM-MONTREA;"lieu-dit ""Valgros"" à BRAM";"lieu-dit ""Le Pignié"" à MONTREAL";BRAM;11;Route de Carcassonne;;MIREPOIX;9500;MIREPOIX;A;NS - NON SEVESO;En fonctionnement;58195020100011;581478;1805503
58;42;CHIAPPERIN Fains;CHIAPPERIN Fains;LE MOULIN;;FAINS;27;;;FAINS;27120;FAINS;;NS - NON SEVESO;A l'arrêt;553643016;530500;2444700
61;459;SA BEDEL T P;SA BEDEL T P;ROCHEBANNE;;SARRAS;7;ROCHEBANNE;;SARRAS;7370;SARRAS;;NS - NON SEVESO;A l'arrêt;663780161;793536;2023744
61;1118;CAPPELIN FRERES ENTR ;CAPPELIN FRERES ENTR ;LA VALONNE;;VIF;38;LA VALONNE;;VIF;38450;VIF;;NS - NON SEVESO;A l'arrêt;58501198;862475;2011556
100;2720;STAR ;STAR ;LES ANOYAUX;;YEVRES;28;;;YEVRES;28160;YEVRES;;NS - NON SEVESO;A l'arrêt;;514725;2357158
100;2656;GENET- RASORI  ;GENET- RASORI  ;Vallée Couanon - St Ambroise - Massotine;;ST AUBIN DES BOIS;28;5 rue Principale;;MITTAINVILLIERS;28190;MITTAINVILLIERS;;NS - NON SEVESO;A l'arrêt;;527599;2386009
55;3814;SA CARRIERES DE KERGUILLO;KERGUILLO (Carrières de) SA - Kernilis;MOULIN DU VERN;;KERNILIS;29;MOULIN DU VERN;;KERNILIS;29260;KERNILIS;A;NS - NON SEVESO;En fonctionnement;302451984;102398;2418035
70;47;BRIQU. ENTR. ROUBAIX & ENVIR.;BRIQU. ENTR. ROUBAIX & ENVIR.;LA VALLEE;;HEM;59;;;HEM;59510;HEM;;NS - NON SEVESO;A l'arrêt;475785093;660997;2629165
67;278;OLRY Labaroche;OLRY Labaroche;HTE FONTAINE;;LABAROCHE;68;;;LABAROCHE;68910;LABAROCHE;A;NS - NON SEVESO;Récolement fait;778926154;961437;2356261
60;199;CARRIERES DE CONDAT (Chaptelat);CARRIERES DE CONDAT (Chaptelat);PUY PELAT;;CHAPTELAT;87;Rue du Commandant Charcot;;FEYTIAT;87220;FEYTIAT;A;NS - NON SEVESO;En fonctionnement;63980181000149;517103;2100893
61;1829;PETIT JEAN Benoit SA;PETIT JEAN Benoit SA;BOIS CREDO;;MAGLAND;74;LA GRANGEAT;115 route nationale BP 24;FLAINE;74300;MAGLAND;;NS - NON SEVESO;Récolement fait;606920304;932017;2122207
59;1517;PAGNIER ET CIE SARL (Dommartin);PAGNIER ET CIE SARL (Dommartin);Gros Murger;;DOMMARTIN;25;;;DOMMARTIN;25300;DOMMARTIN;;NS - NON SEVESO;A l'arrêt;622820199;902247;2221374
68;3435;DENJEAN GRANULATS;DENJEAN GRANULATS (le vignoble);Le Vignoble;;ST ELIX LE CHATEAU;31;Le Pichet;;ST ELIX LE CHATEAU;31430;ST ELIX LE CHATEAU;;NS - NON SEVESO;Cessation déclarée;32841036000023;503522;1808390
54;186;GIE DIJON GRANULATS;GIE DIJON GRANULATS;LA GRANDE FIN;;MARLIENS;21;72, rue d'Avallon;;STE MAGNANCE;89420;STE MAGNANCE;A;NS - NON SEVESO;En fonctionnement;38535388300015;815004;2250849
54;643;CALEXY;CALEXY (ex. SAFAC);Les Malpierres;;ANDRYES;89;Rue de la Thille;;GEANGES;71350;ST LOUP GEANGES;A;NS - NON SEVESO;En fonctionnement;44362375600055;686411;2281334
66;1536;CARRIERE PROVENCALE VINGRAU;CARRIERE PROVENCALE VINGRAU;La Feyche;;VINGRAU;66;29 avenue Frédéric Mistral ;;BRIGNOLES;83175;BRIGNOLES CEDEX;A;NS - NON SEVESO;En fonctionnement;65552014600011;638547;1759663
62;3764;PAGESKI JEAN;PAGESKI JEAN;CHAMP MAGNON*;;VAL D ORNAIN;55;;;VARNEY;55000;VAL D ORNAIN;;NS - NON SEVESO;A l'arrêt;516070232;801801;2427208
57;2782;SOBEMO La Villeneuve au Chatelot;SOBEMO La Villeneuve au Chatelot;ZONE INDUSTRIELLE;" ""Les Champieux, Les Montillières""";LA VILLENEUVE AU CHATELOT;10;SOBEMO; ROUTE DE PARIS;NOGENT SUR SEINE;10400;NOGENT SUR SEINE;A;NS - NON SEVESO;En construction;30337793100017;694126;2395603
100;2528;ETS THEBAULT & CIE;ETS THEBAULT & CIE;;;BELHOMERT GUEHOUVILLE;28;;;BELHOMERT GUEHOUVILLE;28240;BELHOMERT GUEHOUVILLE;;NS - NON SEVESO;A l'arrêt;;505562;2390575
61;1847;BORTOLUZZI ANGEL;BORTOLUZZI ANGEL;PONT DE MARLIOZ;;MARLIOZ;74;PONT DE MARLIOZ;;MARLIOZ;74270;MARLIOZ;;NS - NON SEVESO;A l'arrêt;776598401;883598;2121277
65;5013;CHEZE ;CHEZE saulx;BOIS DE LUNEVY;91587001;SAULX LES CHARTREUX;91;;91587001;SAULX LES CHARTREUX;91160;SAULX LES CHARTREUX;;NS - NON SEVESO;Récolement fait;966200834;595920;2409267
63;3632;HARDOUIN SARL ;HARDOUIN SARL - Souzay;Les Echaudières;;SOUZAY CHAMPIGNY;49;route de fontevraud;;SOUZAY CHAMPIGNY;49400;SOUZAY CHAMPIGNY;A;NS - NON SEVESO;En fonctionnement;32552732300027;421721;2247997
61;1620;SFTRF;SFTRF Saint-Avre;LES BLACHERES;;ST AVRE;73;LES BLACHERES;;ST AVRE;73130;ST AVRE;;NS - NON SEVESO;Récolement fait;962504049;911520;2046029
100;3748;MONTIGNY Pierre;MONTIGNY Pierre;LIT DE LOIRE RG;;SANDILLON;45;;;SANDILLON;45640;SANDILLON;;NS - NON SEVESO;A l'arrêt;;577275;2316237
100;2513;SNCF TGV ATLANTIQUE;SNCF TGV ATLANTIQUE;VILLEBON;;ALLUYES;28;;;ALLUYES;28800;ALLUYES;;NS - NON SEVESO;A l'arrêt;;528213;2357437
61;9818;GRA (Granultas Rhône-Alpes) SAS;Granulats VICAT (Ste Helène sur Isère);Le Rotex;;STE HELENE SUR ISERE;73;4 rue aristide Bergès ;B.P. 33;L ISLE D ABEAU;38081;L ISLE D ABEAU CEDEX;A;NS - NON SEVESO;En fonctionnement;76820025500091;910897;2076605
70;3639;EARL DELASSUS BOUVET;Carrière de M. DELASSUS;En bordure de la nationale 39;9 Rue de la Gare;TINCQUES;62;En bordure de la nationale 39;;TINCQUES;62127;TINCQUES;A;NS - NON SEVESO;En fonctionnement;;608401;2596449
61;1398;POCCACHARD (Rapaudière);POCCACHARD (Rapaudière);LA RAPAUDIERE;;POLLIONNAY;69;LA RAPAUDIERE;;POLLIONNAY;69290;POLLIONNAY;A;NS - NON SEVESO;En fonctionnement;353816028;782940;2087285
65;1724;MORILLON CORVOL mery;zz_MORILLON CORVOL Mery;LA REMISE;77290002;MERY SUR MARNE;77;;77290002;MERY SUR MARNE;77730;MERY SUR MARNE;;NS - NON SEVESO;Récolement fait;55200596900456;663090;2441193
101;98;PERRIER TP;PERRIER TP (ex. C.T.P.G.) Lagnieu;SUD;;LAGNIEU;1;Route de Lyon;;ST PRIEST;69800;ST PRIEST;;NS - NON SEVESO;Récolement fait;772200408;830745;2099815
65;12706;CARRIERE DE LA GRANDE ARCHE;CARRIERE DE LA GRANDE ARCHE;La Grande Arche;78 005 007;ACHERES;78;La Grande Arche;;ACHERES;78260;ACHERES;A;NS - NON SEVESO;En fonctionnement;49108333300014;580241;2441082
100;3121;SOC TRAVAUX DU CENTRE;SOC TRAVAUX DU CENTRE;LA COTONNERIE;;PARCAY SUR VIENNE;37;;;PARCAY SUR VIENNE;37220;PARCAY SUR VIENNE;;NS - NON SEVESO;A l'arrêt;;458912;2235649
72;6911;AUDOIN et Fils - St Même Les Carrières;AUDOIN et Fils - St Même Les Carrières;"""Les Sablons""";;ST MEME LES CARRIERES;16;Les Galimens;;GRAVES;16120;GRAVES ST AMANT;A;NS - NON SEVESO;En fonctionnement;90702023400056;406847;2074542
61;484;CEMEX GRANULATS RHONE MEDITERRANEE;CEMEX GRANULATS RHONE MEDITERRANEE;LES GARENNES;;ALIXAN;26;LES GARENNES;;ALIXAN;26300;ALIXAN;A;NS - NON SEVESO;En fonctionnement;712980432;810515;2000678
100;3426;D. D. E.;D. D. E.;L^ILE PICARD*;;ST JULIEN DE CHEDON;41;;;ST JULIEN DE CHEDON;41400;ST JULIEN DE CHEDON;;NS - NON SEVESO;A l'arrêt;;515212;2257956
59;1549;CARRIERES DU HAUT DOUBS;CARRIERES DU HAUT DOUBS (Houtaud);"Lieu-dit ""Sur la Côte""";;HOUTAUD;25;"Lieu-dit ""Sur la Côte""";;HOUTAUD;25300;HOUTAUD;A;NS - NON SEVESO;En fonctionnement;340463314;900907;2221159
100;2712;MEAC;MEAC;VALLEE ST EVROULT  ;;VILLEMEUX SUR EURE;28;26 rue Henri IV;BP9;ST GEORGES SUR EURE;28190;ST GEORGES SUR EURE;;NS - NON SEVESO;A l'arrêt;;535746;2408594
51;5069;RESOLVE;RESOLVE;Quatrième renclôture;;PORT LE GRAND;80;25 rue Basse de la Bouvaque;;ABBEVILLE;80100;ABBEVILLE;A;NS - NON SEVESO;A l'arrêt;;559207;2573453
61;1967;ENTR SERRATRICE FRERES;ENTR SERRATRICE FRERES;CORPS DE GARDE;;VULBENS;74;CORPS DE GARDE;;VULBENS;74520;VULBENS;;NS - NON SEVESO;A l'arrêt;796380723;877298;2128777
55;2145;HELARY TP SAS (ANDEL);HELARY TP SAS (ANDEL);LA VALLEE GAUDIN;;ANDEL;22;LA VALLEE GAUDIN;;ANDEL;22400;ANDEL;A;NS - NON SEVESO;En fonctionnement;312610181;236988;2400227
57;2983;Mairie de Vaux en Champagne;Mairie de Vaux en Champagne;;;VAUX CHAMPAGNE;8;12 rue Haute;;VAUX CHAMPAGNE;8130;VAUX CHAMPAGNE;D;NS - NON SEVESO;En fonctionnement;;761386;2496550
62;3525;SOC SOLVAY & CIE;SOC SOLVAY & CIE;LE CHANOIS BOIS*;;MAXEVILLE;54;;;MAXEVILLE CHAMPLEBOEUF;54320;MAXEVILLE;;NS - NON SEVESO;A l'arrêt;775747793;881061;2419035
56;1123;MAGAUD - ETPPM;MAGAUD - ETPPM (Mayres);"Lieu-dit ""Les barthes""";;MAYRES;63;Le Pont du Merle;;MAYRES;63220;MAYRES;A;NS - NON SEVESO;En fonctionnement;31572012800018;706907;2042381
62;1991;LA ROCHE BLANCHE ;LA ROCHE BLANCHE ;Weisskaul;;VOLMERANGE LES MINES;57;13 route de Molvange;BP 18;VOLMERANGE LES MINES;57330;VOLMERANGE LES MINES;A;NS - NON SEVESO;En fonctionnement;39775814500015;869359;2501623
61;89;MAIRIE DE CHANEINS;MAIRIE DE CHANEINS;PETITES FILLES;;CHANEINS;1;PETITES FILLES;;CHANEINS;1990;CHANEINS;;NS - NON SEVESO;A l'arrêt;779316579;794298;2125077
70;175;PETTE PAUL;PETTE PAUL;LE MONT BRULE;;CLARQUES;62;;;CLARQUES;62129;CLARQUES;;NS - NON SEVESO;A l'arrêt;784086126;595058;2628157
64;5122;Carrière SEC - Les Lattes;CARRIERE SEC - Les Lattes;Les Lattes;;ST AUBAN;6;RD 2085;;VILLENEUVE LOUBET;6270;VILLENEUVE LOUBET;;NS - NON SEVESO;Cessation déclarée;417350469;953683;1878854
71;958;CCIR;Affouillem CCIR Le Port Darse Plaisance ;Port Ouest;;LE PORT;974;5, bis rue de Paris;BP 120;ST DENIS;97463;ST DENIS CEDEX;;NS - NON SEVESO;En construction;;321966;7683668
55;2705;ROCHER BARON;ROCHER BARON;LE ROCHER BARON;;LA BAZOUGE DU DESERT;35;La Pommelais;;LANDEAN;35133;LANDEAN;A;NS - NON SEVESO;En fonctionnement;39925341800012;343759;2390479
61;1534;CARRIERES DE CHAMOUSSET;CARRIERES DE CHAMOUSSET;GABELIN;;CHAMOUSSET;73;GABELIN;;CHAMOUSSET;73390;CHAMOUSSET;;NS - NON SEVESO;A l'arrêt;326715489;901698;2069377
