Identifiant	Nom	N° Siret	Département	CP	Commune	N° Gidic	X-Lambert-93	Y-Lambert-93	Année début	Année fin	Activité	Raison sociale	Date fin arrêté	Substance	Année1	Année2	Explosifs
64938	Les Grands Buets		52	52432	ROLAMPONT	057.01032	871934.32	6766179.59	1995	2015	Oui	BONGARZONE Frères	05 01 2015	Roche calcaire	1995	2014	
64940	Les Corrées		52	52529	VILLEGUSIEN-LE-LAC	057.02281	874415.25	6736581.73	1986	2015	Oui	DUPONT entreprise	19 06 2015	Roche calcaire	1986	2015	
64941	Boil, Forêt de Boué Est		52	52524	VIGNORY	057.01050	856977.63	6800780.29	1999	2023	Oui	MATERIAUX CONCASSES ARDENNAIS	10 05 2023	Roche calcaire	1993	2023	
64944	Bois de Cirfontaines		52	52130	CIRFONTAINES-EN-AZOIS	057.00951	837620.53	6780098.67	1984	2011	Oui	E.C.C GARON-BEDEL	05 07 2011	Roche calcaire	1984	2010	
64946	Aux Fontenilles		52	52113	CHASSIGNY-AISEY	057.00943	880267.87	6737238.05	1987	2012	Oui	BONGARZONE Frères	29 04 2018	Roche calcaire	1987	2017	
64949	Sur les Vignes		52	52063	BOURG-SAINTE-MARIE	057.00935	889789.58	6790849.63	1973	2014	Oui	SOIRFECK LOUIS CARRIERE DE BAZOILLES	23 07 1979	Roche calcaire	1994	2014	
64950	Les Meulsons		54	54220	GEMONVILLE	061.01347	936561.82	6817099.03	1997	2007	Oui	MICHEL FRERES	31 07 2007	Roche calcaire	1997	2007	
64951	Le Cul Rouge		52	52079	BROUSSEVAL	057.00937	847204.33	6823836.04	1992	2037	Oui	ENTREPRISE BOULOGNE	19 07 2037	Roche calcaire	1996	2037	
64952	Le Chauffour	487220030	54	54223	GERMINY	062.00217	921644.63	6832392.04	1995	2025	Oui	JEAN LEFEBVRE	12 10 2025	Roche calcaire	1995	2025	
64953	Ferme Foin		52	52017	ARC-EN-BARROIS	057.00928	848758.54	6761466.93	1976	2011	Oui	ANDRE BOUREAU	27 05 2011	Roche calcaire	1976	2011	
64954	Les Grandes Haies		54	54272	JAILLON	062.03507	919541.70	6855391.59	1994	2009	Oui	COGESUD (NEUVES-MAISONS)	08 11 2005	Roche calcaire	1994	2009	1 EOST
64956	Le Friche Midy	379551096	54	54336	MAIZIERES	062.00401	925584.49	6837252.50	1993	2036	Oui	MATERIAUX LORRAINE CALCAIRE	20 02 2036	Roche calcaire	1993	2036	
64962	Anelapo	43272060500018	2A	2A272	SARTENE		1194388.71	6079652.26	1974	2027	Oui	INDUSTRIES SARTENAISES Industries sartenaises SA	08 08 2027	Granite, granodiorite, etc	1974	2027	
64966	Pinzu	40081571800012	2A	2A026	AZILONE-AMPAZA	201.00029	1200680.38	6105479.31	1988	2015	Oui	MELIS FRANCOIS MELIS JOSEPH	03 11 2015	Granite, granodiorite, etc	1988	2015	
64969	Sur la Reine	57505539	54	54586	VITERNE	062.04375	922246.63	6835600.14	1973	2033	Oui	VICAT	01 01 2033	Roche calcaire	1973	2033	
64972	Basse de Vaux		54	54597	XIROCOURT	062.00727	937284.97	6818463.55	1999	2011	Oui	SRDE	10 01 2011	Roche calcaire	1999	2011	
64973	SAINT ANTOINE (carrière 1)	78297978500030	2A	2A004	AJACCIO	201.00026	1171573.33	6109577.42	1988	2008	Non	POMPEANI FRANCOIS BALZANO FRANCOIS	18 10 2008	Granite, granodiorite, etc	1989	2008	
64975	Caniccia		2A	2A288	SOTTA	073.00023	1214676.37	6070556.68	1996	2019	Oui	SAULI ET CIE	09 10 2019	Granite	1995	2019	
64982	Roh-Berg	94575416600011	68	68074	DURLINSDORF	067.00248	1020024.22	6718114.39	1997	2011	Oui	CARRIERES DE DURLINSDORF CARRIERES DE DURLINSDORF	19 12 2011	Roche calcaire	1993	2011	1 EOST
64990	Stein Weg		57	57071	BETTBORN	062.06021	994820.54	6864177.98	2002	2024	Oui	ECB	08 02 2008	Roche calcaire	2002	2038	
64992	Le Petit étang		57	57107	BREHAIN	062.01052	960618.61	6873376.05	1996	2011	Oui	COGESUD (NEUVES-MAISONS)	09 10 2011	Roche calcaire	1996	2011	
65004	STRIETH	916520703	68	68204	METZERAL	067.00287	1004068.97	6776454.40	1994	2010	Oui	NOUVELLES CARRIERES D'ALSACE	11 02 2010	Granite, granodiorite, etc	1994	2010	1 EOST
65010	La Forge, Barlot		57	57344	IMLING	062.03962	994151.00	6850684.88	1996	2026	Oui	HOLCIM GRANULATS DISTRIBUTION	28 10 2026	Roche calcaire	1996	2026	
65029	Le Bois Batty		57	57481	MONTOIS-LA-MONTAGNE	062.03958	921362.02	6907384.01	1994	2026	Oui	SOCOMAN PROCATRA	21 09 2017	Roche calcaire	1994	2026	
65031	Cote de Malancourt	786880385	57	57491	MOYEUVRE-GRANDE	062.01636	921823.75	6908205.19	2004	2012	Oui	LECLERC	16 04 2023	Roche calcaire	2004	2023	
65033	Billert	306263070	57	57529	OTTANGE	062.03967	916832.31	6932114.22	1975	2037	Oui	CIMENTS LUXEMBOURGEOIS INTERMOSELLE	11 09 2007	Roche calcaire	1975	2037	1 discri
65037	Aisele		57	57622	SAINT-PRIVAT-LA-MONTAGNE	062.01808	922647.32	6903664.82	1997	2017	Oui	JEAN LEFEBVRE EST	08 04 2017	Roche calcaire	1997	2017	
65040	Carrière de Jaumont		57	57593	RONCOURT	062.01734	923085.61	6904398.78	1978	2019	Oui	VAGLIO SAS	05 03 2019	Roche calcaire	1978	2019	1 ICPE
65046	Weisskaul		57	57731	VOLMERANGE-LES-MINES	062.01991	921199.49	6932523.17	1977	2017	Oui	ROCHE BLANCHE	08 11 2017	Roche calcaire	1977	2017	1 discri
65065	La Mansolle		55	55398	PAGNY-SUR-MEUSE	062.03805	899411.84	6842450.39	1977	2007	Oui	SOLVAY CARBONATE FRANCE SOLVAY	02 03 2004	Roche calcaire	1977	2007	1 ICPE
65067	la Coiche		90	90089	ROUGEMONT-LE-CHATEAU	059.01919	995894.21	6745472.71	1995	2025	Oui	SOCIETE des CARRIERES de l'EST REDLAND GRANULATS EST	20 07 2025	Ignimbrite 	1996	2025	1 Internet
65069	la Roche Sarrazin		90	90065	LEPUIX	059.01916	986390.15	6746549.39	1980	2022	Oui	SOCIETE des CARRIERES de l'EST REDLAND GRANULATS EST SA GARON SOCIETE des Carrières de la MEILLERAIE	12 09 2022	Ignimbrite 	1980	2022	1 EOST
65081	Sous le Mont	537020067	90	90004	ARGIESANS	059.01906	985787.67	6729157.97	1985	2007	Non	CARRIERES LAMBLE	16 02 2007	Roche calcaire	1986	2006	
65082	La côte de Froy		90	90007	BANVILLARS	059.02665	985125.91	6728363.09	2004	2034	Oui	GRANULATS de FRANCHE COMTE HOLCIM GRANULATS	09 01 2034	Roche calcaire	2004	2034	
65089	Route de Bâle		90	90076	PEROUSE	059.01918	992917.93	6734022.53	1996	2013	Oui	COUROUX	30 07 2013	Roche calcaire	1983	2013	1 discri
65090	Ragie Bergeraie		90	90090	SAINT-DIZIER-L'EVEQUE	125.00001	997016.07	6714189.08	2003	2023	Oui	SARL CONCASTRI	16 06 2005	Roche calcaire	2004	2024	1 EOST
65091	Champ de la Raye	77557145800022	90	90090	SAINT-DIZIER-L'EVEQUE	059.01922	997745.41	6714959.92	1975	2014	Oui	SARL CONCASTRI	23 03 2014	Roche calcaire	1975	2013	1 EOST
65092	Bois des Epaisses		25	25530	SANCEY-LE-LONG	059.01585	974309.93	6694242.88	1996	2038	Oui	CARRIERES LOUIS DUBOZ	08 01 2011	Roche calcaire	1996	2037	1 EOST
65093	Le Romont	876550039	25	25370	MATHAY	059.01561	984150.32	6710450.74	1983	2013	Oui	MAIROT Robert	26 07 2014	Roche calcaire	1999	2014	1 EOST
65094	Sous Combe André		25	25370	MATHAY	059.01562	983215.30	6711672.63	1995	2025	Oui	MAIROT Robert	20 01 2038	Roche calcaire	1995	2037	1 EOST
65095	la Combe Missey	399234087	25	25356	MAICHE	059.01558	985540.89	6688824.69	1996	2023	Oui	LACOSTE	22 11 2023	Roche calcaire	1996	2023	
65096	La Plénoise	60281941900014	25	25156	CLERVAL	059.01943	961679.13	6705737.18	1994	2038	Oui	SARL T.P MOUGEY et FILS MOUGEY Claude	22 07 2038	Roche calcaire	1994	2038	1 EOST
65097	Combotte Brignard, Combe Porey	35017768900014	25	25083	BOURNOIS	059.01495	963703.68	6715792.67	1989	2021	Oui	SARL SEEV VAUGIER SARL SEEV VAUGIER	07 08 2021	Roche calcaire	1989	2026	
65098	Ban dessus, la Clavière, la Comaye	439398204	25	25054	BERCHE	059.01487	982499.91	6713077.36	2000	2021	Oui	SARL LES CARRIERS COMTOISES CLEMENT J. et Fils	03 08 2021	Roche calcaire	2000	2021	
65099	le Miémont	87585077800023	25	25043	BART	059.01484	981916.12	6717263.58	1999	2018	Oui	BARBIER SA	16 04 2018	Roche calcaire	1999	2018	1 EOST
65100	la Prusse	816080113	25	25022	ARCEY	059.01478	974089.79	6720779.23	1980	2034	Oui	GRANULATS de FRANCHE COMTE HOLCIM GRANULATS DISTRIBUTION SABLIERES GEORGES CACHOT	22 06 2034	Roche calcaire	1989	2033	
65101	Sous La Prusse	44519647000014	25	25022	ARCEY	059.02507	974300.28	6721136.94	2002	2008	Oui	NOUVELLES CARRIÈRES D'ARCEY COUROUX	16 03 2039	Roche calcaire	2002	2038	
65102	Cote d'Armont	816080113	25	25018	ANTEUIL	059.01477	967067.66	6704849.29	1969	2036	Oui	GRANULATS de FRANCHE COMTE HOLCIM GRANULATS DISTRIBUTION SABLIERES GEORGES CACHOT CONCASSAGE MOBILE G. GACHOT DI LENA	30 04 2006	Roche calcaire	1985	2036	1 EOST
65104	Trescalan		44	44211	LA TURBALLE	063.00138	286573.28	6708271.92	1974	2006	Non	MACE T.P.	09 06 2006	Granite, granodiorite, etc	1974	2003	
65105	La Margerie		44	44064	GORGES	063.00046	373150.22	6676043.35	1995	2027	Oui	AUBRON ET MECHINEAU	11 03 1996	Gneiss	1975	2017	
65141	le Douaire	34911748100011	55	55481	SENON	062.00895	893050.86	6911717.10	1997	2007	Non	PIGEARD	27 01 2007	Roche calcaire	1997	2007	
65142	Moncelle, Chien Pendu, Chambalaison	30068733200019	55	55014	AUBREVILLE	062.03605	853243.41	6896152.55	1994	2013	Oui	ETIENNE Frères	28 06 2013	Roche calcaire	1994	2013	
65146	Au Chant du Coq	572086577	55	55075	BRAUVILLIERS	062.00759	858100.58	6832115.93	1998	2028	Oui	ROCAMAT	09 12 2028	Roche calcaire	1991	2028	
65147	Au dessus du Puisa	487220030	55	55040	BEAUSITE	062.03614	861933.86	6875194.16	1989	2030	Oui	CALCAIRES LORRAINS JEAN LEFEBVRE EST PIANEZZI	20 11 2030	Roche calcaire	1989	2030	
65151	Sur la Carrière	37908441100014	55	55097	CHALAINES	062.05426	898524.00	6837421.42	1998	2029	Oui	CDE CDE CHARDOT	18 05 2008	Roche calcaire	1998	2029	1 discri
65158	Les Buttes		44	44196	SEVERAC	063.00131	320920.08	6727454.17	1973	2021	Oui	CHARIER CARRIERES ET MATERIAUX CHARIER	27 10 2009	Schiste	1992	2021	
65161	Sur le Devant de la Côte des Fées	82605029600019	55	55215	GONDRECOURT-LE-CHATEAU	062.06500	886372.90	6825238.75	1988	2035	Oui	PAUL CALIN	16 06 2035	Roche calcaire	1988	2035	
65162	la Colbrue, St Jean	335580304	55	55251	IPPECOURT	062.00823	860455.12	6885390.86	1996	2021	Oui	ETIENNE BUZANCY TP MEUSE GRANULATS Zeimett Matériaux	26 03 2021	Roche calcaire	1996	2021	
65163	A Marlepré	326876282	55	55123	LES HAUTS-DE-CHEE	062.05415	861228.06	6868114.59	1999	2014	Oui	PFENDER ET FILS	11 11 2014	Roche calcaire	2000	2014	
65165	les Chanetières	77557603600278	55	55328	MAXEY-SUR-VAISE	062.03728	896153.22	6830670.90	1973	2025	Oui	MEAC	01 06 2025	Roche calcaire	1973	2025	
65166	la Petite Fin	4010346810015	55	55334	MENIL-LA-HORGNE	062.03729	887356.11	6846688.18	1997	2039	Oui	CHARDOT	14 08 2021	Roche calcaire	1997	2039	
65189	Le Chardon		44	44064	GORGES	063.00047	372791.25	6675433.59	1986	2002	Non	AUBRON ET MECHINEAU	20 01 2002	Autres substances - indéterminées	1992	2001	
65204	Le Petit Betz		44	44139	QUILLY	063.00099	328805.32	6716227.45	1987	2021	Oui	CHARIER CARRIERES ET MATERIAUX CHARIER-PIGEON LAIDIN JEAN-CHARLES	25 01 2021	Schiste	1987	2021	
65205	La Touche		44	44212	VALLET	063.01412	379291.89	6683500.44	1975	2021	Oui	BLANLOEIL	04 07 2021	Granite	1975	2021	
65206	La Maison Noulet		44	44052	DONGES	063.00038	313686.39	6709061.89	1974	2004	Non	CHARIER CARRIERES ET MATERIAUX GERMAIN CHARIER ET FILS	20 05 2008	Gneiss	1975	2004	
65207	La Mariais		44	44052	DONGES	063.00037	315068.95	6705677.49	1974	2004	Non	CHARIER SOCIETE NAZAIRIENNE DE CARRIERES	15 10 2005	Gneiss	1974	2005	1 Internet (Préfecture)
65208	Bréfauchet	85580075100122	44	44040	CHEMERE	063.03275	331298.96	6685198.49	1973	2032	Oui	LAFARGE GRANULATS OUEST CARRIÈRES DE L'ESTUAIRE	21 10 2032	Gneiss	1973	2032	
65209	La Pommeraie		44	44122	PETIT-MARS	063.01348	364791.78	6707612.28	1973	2031	Oui	CARRIERES CHASSE CARRIERES MORLAIS	04 07 2031	Gneiss	1973	2031	
65210	Le Gros Buisson		44	44192	SAINT-VIAUD	063.01346	321286.79	6697912.02	1973	2029	Oui	CARRIERES CHASSE CARRIERES CHASSE ET MORLAIS CARRIERES ET BETONS CHAUVET CHAUVET	04 05 2029	Gneiss	1973	2029	
65211	La Coche		44	44186	SAINTE-PAZANNE	063.01195	334571.41	6679895.67	1978	2022	Oui	RAINGEARD CARRIERES BETON VEUVE RAINGEARD ET FILS	29 08 2022	Schiste	1978	2022	
65220	Barel	31804412000018	44	44068	GUENROUET	063.00052	332737.05	6718869.97	1974	2030	Oui	CARRIERES LOUCHART	17 07 2030	Amphibolite	1974	2030	
65243	A Behonne	001612	55	55477	SAVONNIERES-EN-PERTHOIS	062.03828	857464.75	6834931.44	2003	2033	Oui	EXPLOITATION DE CARRIERES SAVONNIERES	30 06 2033	Roche calcaire	2003	2033	
65244	le Poirier Rond	34389325100011	55	55501	STAINVILLE	062.03833	861778.33	6843133.72	1994	2030	Oui	DTP TERRASSEMENT PERTUY	15 06 2030	Roche calcaire	1994	2030	
65248	Le Hullin	43468598800017	55	55530	VALBOIS	062.06502	890312.44	6874660.62	1997	2029	Oui	ITP	01 03 2029	Roche calcaire	1997	2029	
65249	Marmonfosse	542067541	55	55530	VALBOIS	062.03846	890188.52	6873450.23	1990	2011	Non	EUROVIA (BAR-LE-DUC) JEAN LEFEBVRE	09 07 2011	Roche calcaire	1990	2011	
65251	le Marmanfosse	34789084000015	55	55530	VALBOIS	062.05581	889578.67	6875516.06	1986	2006	Non	BERTHOLD	21 09 2006	Roche calcaire	1986	2006	
65252	La Corvée Heuillon	57216565200023	55	55528	VARNEVILLE	062.05652	893280.00	6866842.44	2001	2021	Oui	CALCAIRES LORRAINS G.S.M. (Guerville)	09 07 2021	Roche calcaire	2001	2021	
65255	le Tilleul	572086577	55	55477	SAVONNIERES-EN-PERTHOIS	062.05668	857591.21	6837006.07	2003	2013	Non	ROCAMAT	05 02 2013	Roche calcaire	2003	2013	
65265	Noirmont	30495171800028	88	88061	BLEURVILLE	062.04012	920662.15	6779825.46	1978	2021	Oui	SAGRAM SAGRAM TRAPDID	27 01 2021	Gneiss	1978	2021	1 EOST
65267	Les venaiges	82605029600019	88	88039	BAUDRICOURT	062.04005	927194.23	6804662.30	1996	2026	Oui	PAUL CALIN	06 05 2026	Roche calcaire	1996	2026	1 EOST
65269	Sur le Chaufour	57216565200023	88	88044	BAZOILLES-SUR-MEUSE	062.04529	898323.65	6804172.95	2001	2036	Oui	GSM	15 02 2031	Roche calcaire	2001	2031	
65271	Les Roches, Sous les Roches, Les Poltraits	82605029600126	88	88015	ATTIGNEVILLE	062.03996	909450.09	6813198.99	1977	2014	Oui	PAUL CALIN	06 10 2014	Roche calcaire	1977	2014	
65272	Bois Niquaux	633650346	27	27652	TOURNEVILLE	058.00119	563690.35	6889870.50	1981	1984	Non	TRANSPORTS BENARD	01 01 1998	Autres substances - indéterminées	1981	1984	
65273	Les Vieux Fourneaux-Sur Chargodin	4218562000018	88	88045	BEAUFREMONT	062.02091	904220.64	6799711.59	1973	2016	Oui	COLAS Est DUBOIS PERE ET FILS	15 02 2016	Roche calcaire	1973	2016	
65284	Morellicia		2A	2A189	OLMETO	201.00030	1194986.38	6089136.95	1990	2002	Non	BASTIAISE DE GRANIT EXPLOITATION SOGEGRA	01 02 2002	Granite, granodiorite, etc	1990	2002	
65286	Feroleto		2A	2A008	ALBITRECCIA	073.00104	1186950.88	6102332.88	2006	2036	Oui	SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS	03 01 2036	Granite	2006	2035	1 Internet
65308	Suarella	41075084800013	2A	2A209	PERI	073.00017	1187473.43	6118050.03	1992	2038	Oui	GRANULATS AJACCIENS SOCIETE D'EXPLOITATION DE LA CARRIERE DE PERI	04 08 2038	Granite, granodiorite, etc	1992	2038	
65323	Pique-poche		33	33175	FRONTENAC	052.03626	450091.41	6407630.34	1977	2007	Non	LES PIERRES DE FRONTENAC GHIRLANDA & FILS	26 04 2007	Roche calcaire	1981	2000	
65324	Guineaud		33	33175	FRONTENAC	052.03630	450507.54	6408736.90	1993	2008	Non	SOCIÉTÉ D'EXPLOITATION DES GRES DE MOLIÈRE	30 03 2008	Roche calcaire	1993	2007	
65326	Canalli Sud		2A	2A041	BONIFACIO	201.00028	1218252.35	6054827.15	2000	2020	Oui	TECHNO-PLUS	03 03 2020	Roche calcaire	2000	2019	
65327	Le Barnat		33	33209	JUGAZAN	052.03683	450375.69	6414601.07	1987	2017	Oui	LES PIERRES DE FRONTENAC	26 09 2017	Roche calcaire	1987	2017	
65328	Fauroux		33	33258	LUGASSON	052.05237	449675.45	6411618.52	1983	2013	Oui	LES PIERRES DE FRONTENAC CARRIERES DE FRONTENAC	10 05 1999	Roche calcaire	1983	2013	
65330	Le Bois, La Croix Bidois	40695003000071	14	14762	VIRE	053.00062	413439.88	6866970.85	1976	2018	Oui	GRANULATS DE BASSE NORMANDIE ÉTABLISSEMENTS BEAUFILS	07 09 2018	Cornéenne	1976	2018	
65331	Les Carrières	40412218600012	14	14646	SAINT-PIERRE-CANIVET	053.00054	464996.50	6874615.96	1992	2012	Oui	DESLOGES PHILIPPE	01 10 2012	Roche calcaire	1993	2012	
65698	BANNOST-VILLEGAGNON - IAURIF 77020001		77	77020	BANNOST-VILLEGAGNON	065.00067	712526.19	6841563.77	2005	2035	Oui	SCBV	01 07 2035	Roche calcaire	2005	2035	
65709	CHALAUTRE-LA-PETITE - IAURIF 77073002		77	77073	CHALAUTRE-LA-PETITE	065.00280	723247.59	6826972.61	2002	2032	Oui	CERATERA	01 03 2032	Roche calcaire	2002	2032	
65717	CHATEAU-LANDON - IAURIF 77099002		77	77099	CHATEAU-LANDON		676270.94	6782603.72	1994		Non	GSM	15 05 1994	Roche calcaire	1994	1994	
65733	ECHOUBOULAINS - IAURIF 77164002		77	77164	ECHOUBOULAINS		693148.09	6816466.89	1996		Non	AUTOROUTES PARIS RHIN-RHONE	02 01 1996	Roche calcaire	1996	1996	
65734	ECHOUBOULAINS - IAURIF 77164003		77	77164	ECHOUBOULAINS		693242.97	6816279.71	1995		Non	GUINTOLI	28 11 1995	Roche calcaire	1995	1995	
65735	ECUELLES - IAURIF 77166001		77	77166	ECUELLES	065.00936	687555.50	6805654.81	1992	2032	Oui	PIKETTY	01 02 2032	Roche calcaire	1992	2032	1 ICPE
65741	FORGES - IAURIF 77194001		77	77194	FORGES		697681.58	6812007.89	1995		Non	AUTOROUTES PARIS RHIN-RHONE	25 10 1995	Marne	1995	1995	
65754	LA GRANDE-PAROISSE - IAURIF 77210005		77	77210	LA GRANDE-PAROISSE	065.07537	694405.91	6810860.01	2000	2030	Oui	LAFARGE-CIMENT	01 11 2030	Roche calcaire	2000	2030	
65771	JOUY-LE-CHATEL - IAURIF 77239001		77	77239	JOUY-LE-CHATEL	065.01299	708471.80	6842262.09	1998	2018	Oui	CARRIERES ET MATERIAUX DE JOUY LE CHATEL	01 12 2018	Roche calcaire	1998	2018	
65781	LA MADELEINE-SUR-LOING - IAURIF 77267001		77	77267	LA MADELEINE-SUR-LOING	065.06571	678152.85	6790648.78	1994		Non	PIERRE DE SOUPPES	14 04 1994	Roche calcaire	1994	1994	
65782	LA MADELEINE-SUR-LOING - IAURIF 77267002		77	77267	LA MADELEINE-SUR-LOING	065.01481	678366.42	6789930.48	2003		Non	GSM	17 11 2003	Roche calcaire	2003	2003	
65783	LA MADELEINE-SUR-LOING - IAURIF 77267003		77	77267	LA MADELEINE-SUR-LOING	065.06596	677864.98	6790931.16	2003		Non	GSM	12 03 2003	Roche calcaire	2003	2003	
65799	MOISENAY - IAURIF 77295001		77	77295	MOISENAY	065.06660	681500.76	6830800.67	1998	2015	Oui	REP	01 03 2015	Roche calcaire	1998	2015	
65801	MOISENAY - IAURIF 77295004		77	77295	MOISENAY		682041.91	6830199.33	1994		Non	AUTOROUTES PARIS RHIN-RHONE	22 03 1994	Marne	1994	1994	
65804	La platrière		77	77309	MONTHYON	065.01972	688731.06	6878331.28	2001	2011	Non	SALSI	01 04 2011	Gypse	2001	2011	
65805	de la Saulorette, les justices, la conférence, la danseuse		77	77437	SAINT-SOUPPLETS		686279.14	6879933.80	1991	2009	Non	KNAUF	01 09 2016	Gypse	1991	2009	
65810	MONTIGNY-LENCOUP - IAURIF 77311007		77	77311	MONTIGNY-LENCOUP		705862.52	6815695.17	1996		Non	MEAC	18 11 1996	Craie	1996	1996	
65818	PECY - IAURIF 77357001		77	77357	PECY	065.02212	707358.69	6840010.47	1987	2007	Non	SEMC	19 01 1987	Roche calcaire	1987	2007	
65819	PECY - IAURIF 77357003		77	77357	PECY	065.02209	707360.36	6838977.87	2005	2025	Oui	CALCAIRES DE BRIE	01 12 2025	Roche calcaire	2005	2025	
65820	PENCHARD - IAURIF 77358001		77	77358	PENCHARD	065.06583	689063.06	6876583.65	1994	1995	Non	PLACOPLÂTRE EX-SOCIETE ANONYME DE MATERIEL DE CONSTRUCTION	01 09 1995	Gypse, anhydrite	1994	1995	
65821	La plaine de courgain, la Mare marette		77	77363	LE PIN	065.06576	674046.81	6869188.99	1988	2038	Oui	PLÂTRES LAFARGE	23 04 2008	Gypse	1988	2037	1 ICPE
65825	POLIGNY - IAURIF 77370003		77	77370	POLIGNY		679320.10	6790901.17	1996		Non	GSM	30 08 1996	Roche calcaire	1996	1996	
65828	SAINT-ANGE-LE-VIEL - IAURIF 77399001		77	77399	SAINT-ANGE-LE-VIEL	065.02441	693515.67	6797276.00	2003		Non	GSM	25 06 2003	Silex, chaille	2003	2003	
65829	SAINTE-COLOMBE - IAURIF 77404001		77	77404	SAINTE-COLOMBE		720178.50	6825553.71	2000	2018	Oui	GSM	01 07 2018	Roche calcaire	2000	2018	
65830	SAINT-GERMAIN-LAVAL - IAURIF 77409002		77	77409	SAINT-GERMAIN-LAVAL	065.06577	698531.84	6811789.53	1995	2005	Non	REP	01 09 2005	Roche calcaire	1995	2005	
65831	SAINT-GERMAIN-LAVAL - IAURIF 77409004		77	77409	SAINT-GERMAIN-LAVAL		698533.13	6812518.04	1995		Non	AUTOROUTES PARIS RHIN-RHONE	12 05 1995	Roche calcaire	1995	1995	
65832	SAINT-LOUP-DE-NAUD - IAURIF 77418003		77	77418	SAINT-LOUP-DE-NAUD		717538.59	6825445.68	1999		Non	GOUVERNE	29 07 1999	Roche calcaire	1999	1999	
65853	SOUPPES-SUR-LOING - IAURIF 77458001		77	77458	SOUPPES-SUR-LOING	065.02721	679551.45	6789746.19	2002		Non	LA PIERRE DE SOUPPES	02 05 2002	Roche calcaire	2002	2002	
65854	SOUPPES-SUR-LOING - IAURIF 77458002		77	77458	SOUPPES-SUR-LOING		678704.06	6787354.64	1996	2008	Oui	CALCAIRES DE CHATEAU-LANDON	01 12 2001	Roche calcaire	1996	2008	
65855	SOUPPES-SUR-LOING - IAURIF 77458005		77	77458	SOUPPES-SUR-LOING		680626.70	6788559.25	1986	2011	Oui	CALCAIRES DE CHATEAU-LANDON	28 04 1994	Roche calcaire	1986	2011	
65858	THOURY-FEROTTES - IAURIF 77465001		77	77465	THOURY-FEROTTES	065.02772	695739.79	6797589.27	1998	2013	Oui	GSM	01 02 2013	Silex, chaille	1998	2013	
65875	Carrière Villeparisis-Le Pin		77	77514	VILLEPARISIS	065.06580	672112.85	6869636.46	1991	2035	Oui	PLACOPLATRES	04 03 2035	Gypse	1991	2035	1 Internet
65889	AULNAY-SUR-MAULDRE - IAURIF 78033001		78	78033	AULNAY-SUR-MAULDRE	065.06662	614629.44	6870822.89	1976	2007	Non	JEAN DELIENNE	01 02 2007	Roche calcaire	1976	2007	
65912	GUITRANCOURT - IAURIF 78296001		78	78296	GUITRANCOURT	065.03295	611706.53	6879137.16	1993	2017	Oui	CALCIA	01 04 2017	Marne	1993	2017	
65914	JUZIERS - IAURIF 78327001		78	78327	JUZIERS	065.06619	614205.09	6876681.00	1994	2006	Non	CALCIA	01 09 2006	Craie	1994	2006	
65915	LIMAY - IAURIF 78335001		78	78335	LIMAY	065.06620	609438.48	6878497.03	2004		Non	CALCIA	22 04 2004	Roche calcaire	2004	2004	
65916	LIMAY - IAURIF 78335002		78	78335	LIMAY	065.03314	608236.07	6879452.73	2001		Non	LAFARGE	19 12 2003	Marne	2001	2003	
65918	MEZIERES-SUR-SEINE - IAURIF 78402002		78	78402	MEZIERES-SUR-SEINE	065.03377	609596.66	6874236.44	1978	2010	Oui	LAFARGE	01 11 2010	Craie	1978	2010	
65994	CLICHY-SOUS-BOIS - IAURIF 93014001		93	93014	CLICHY-SOUS-BOIS	065.06640	667671.88	6868636.27	1993	2008	Non	PLACOPLÂTRE EX-SOCIETE ANONYME DE MATERIEL DE CONSTRUCTION	16 04 1993	Gypse, anhydrite	1993	2008	
65995	La Glaisière, la Réserve de Chelles		93	93046	LIVRY-GARGAN	065.08758	667489.11	6869133.60	2002	2017	Oui	PLACOPLATRES	01 03 2017	Gypse	2002	2017	
65996	VAUJOURS - IAURIF 93074001		93	93074	VAUJOURS	065.06641	668980.25	6869838.67	1974	2004	Non	PLACOPLÂTRE EX-SOCIETE ANONYME DE MATERIEL DE CONSTRUCTION	01 10 2004	Gypse, anhydrite	1974	2004	
65997	Bois de Bernouille, reserve de Chelles		93	93074	VAUJOURS	065.09490	668674.77	6869406.51	2003	2033	Oui	PLACOPLATRES	01 12 2033	Gypse, anhydrite	2003	2033	1 ICPE
66010	Bouffemont		95	95091	BOUFFEMONT	065.06776	648267.11	6881764.50	2001	2031	Oui	PLÂTRES LAFARGE	27 06 2031	Gypse	2002	2031	1 Internet
66016	Carrière de Cormeille-en-Parisis		95	95176	CORMEILLES-EN-PARISIS	065.06644	642919.59	6874813.33	1999	2029	Oui	PLACOPLATRES GYPSE LAMBERT	01 10 2029	Marne	1999	2029	1 ICPE
66020	FREPILLON - IAURIF 95256001		95	95256	FREPILLON	065.06651	641861.71	6884445.57	1984		Non	HENNOCQUE ET GALY	10 09 1984	Roche calcaire	1984	1984	
66026	LUZARCHES - IAURIF 95352001		95	95352	LUZARCHES		656557.49	6890347.70	1997		Non	MINASSIAN	08 07 1997	Roche calcaire	1997	1997	
66039	Carrière de Taverny		95	95607	TAVERNY		645117.35	6881956.08	2002	2031	Oui	PLACOPLATRES	01 06 2031	Gypse	2002	2031	
